;Ano;Semana;Ideal, valor;Meta ideal;Meta ajustada;Semanal, valor;Recomendada, valor;vendas realizadas (bandejas);total de conversões;Equiv. product line;Conversões + Equiv. Prod. Line;meta de conversões;Dif. Meta/conversões;eficiência de conversão;% meta de vendas;% valor ideal;var. % movimento;A$%  (total -S);B$%  (total -S);D$% (total-S);F$%  (total -S);K$%  (total -S);P$%  (total-S);S$%  (total -S);$%  (Total-S);predicao floresta
58;2023;32;45,35;232;1034;10,163086319218241;13,417272727272726;1170;66;16,410369206834194;82,41036920683419;34,05964386183206;48,35072534500213;1,3201966711530206;1,1321266567391697;0,22410333669720486;0,17277214865708002;0,024995458007683574;0,6489221121694875;0,12325072817030984;0,13455731790543282;0,015313306175216949;0,052961077571869276;0,014217853942615708;1,0142178539426157;24,97
59;2023;33;45,35;232;1037;10,126496872207328;0,0;1097;0;43,11782950334663;43,11782950334663;39,75278018839882;3,365049314947804;0,0;1,0584764253835308;0,22329651316884958;-0,06234215594312213;0,028027975964772214;0,6510487977478662;0,13495662749403087;0,109142632965045;0,026673758440147775;0,050150207388138156;0,04088849768889254;1,0408884976888928;11,31
60;2023;34;45,35;232;1068;9,83429710867398;13,417272727272726;968;66;26,234716843407202;92,2347168434072;51,70534217717734;40,529374666229856;1,3643346930649995;0,9065351549588251;0,21685329897847805;-0,11794440924271;0,03152202074642162;0,617430275983386;0,14587247267936326;0,12065642987331118;0,030188050709718743;0,0543307500077993;0,027851649104474636;1,0278516491044747;29,99
61;2023;35;45,35;232;1047;10,037154195011338;15,414969104075293;835;64;27,298574344527193;91,2985743445272;66,39021269074668;24,908361653780517;1,5357908033072596;0,7983453534036525;0,22132644310940106;-0,136660561667427;0,03345813775237316;0,6499513306952004;0,12179156788570326;0,12737628980412666;0,013672964271863902;0,053749709590732504;0,033761588663826496;1,0337615886638263;51,24
62;2023;36;48,89;215;911;11,535195140278923;13,738015647226174;797;37;0,0;37,0;71,12173416916623;-34,12173416916623;1,1909651705202091;0,8749532876006136;0,23594181101000045;-0,04640105766134358;0,018260914259098347;0,6373495558999238;0,14699847554122317;0,11555134761357763;0,03638669957076701;0,04545300711541008;0,0;1,0;31,34
63;2023;37;48,89;215;915;11,479287543213465;14,144736842105264;796;5;7,735671722953061;12,735671722953061;71,25202834654986;-58,516356623596806;1,2321964049474141;0,8699817639205255;0,23479827251408192;-0,0013162139292538172;0,022913893385704435;0,6264708466829834;0,15338992133160068;0,12143269412544705;0,02991773681436809;0,04587490765989646;0,009813135684045566;1,0098131356840456;17,72
64;2023;38;48,89;215;906;11,595632666089708;15,447447612085769;740;21;34,581985437731674;55,581985437731674;78,33129828000489;-22,749312842273213;1,3321780757388355;0,81703485070357;0,23717800503353872;-0,07009724124528034;0,023195911675532883;0,6219411563556958;0,1574286063136297;0,13055039810592178;0,02349749145111635;0,0433864360981035;0,04900716722263923;1,0490071672226393;25,44
65;2023;39;48,89;215;916;11,464338752116907;14,698407567049811;743;29;0,0;29,0;77,85168727041938;-48,851687270419376;1,282098155406977;0,8121727850429106;0,23449250873628363;0,005020977822020539;0,020541927710630674;0,649096805950788;0,12512186095926847;0,12436379668421703;0,029507091151854452;0,05136851754324143;0,0;1,0;30,19
66;2023;40;48,89;287;1259;11,126582943518182;13,777215973401246;941;31;12,762229043798433;43,762229043798435;54,45308934674836;-10,690860302949922;1,2382252523832753;0,7479456323160997;0,22758402420777626;0,2657614193681391;0,043695863271272374;0,6638037710396723;0,14557561572058944;0,08319354479144982;0,01652605443724747;0,04720515073976866;0,01373905789663527;1,0137390578966352;32,57
67;2023;41;48,89;287;1238;11,310968636358051;13,38032102826511;889;48;26,69974691904363;74,69974691904363;60,14672126750284;14,553025651540793;1,1829509442060797;0,7185211607322853;0,23135546402859586;-0,0553640990343914;0,04298096479952389;0,6677051264494844;0,14704695712913451;0,076680098974216;0,02483493640669298;0,04075191624094819;0,030944408442426356;1,0309444084424264;35,07
68;2023;42;48,89;287;1248;11,221234641346275;13,777215973401246;872;31;2,4952690942607973;33,4952690942608;62,12098501204204;-28,625715917781243;1,2277807579780111;0,6988855944976389;0,2295200376630451;-0,019470946105187178;0,03480692798130324;0,6820376967704822;0,13598454616383338;0,0818063473544203;0,020793257066145147;0,04457122466381582;0,0028690687163476065;1,0028690687163475;34,54
69;2023;43;48,89;287;1241;11,285605659983291;15,632973927875243;812;45;25,299411365706028;70,29941136570602;69,1899059978511;1,109505367854922;1,385213554227482;0,654915739752358;0,23083668766584764;-0,06817032817951657;0,04539153996747291;0,6695511042695491;0,1216807770618717;0,09048032658468608;0,024116162315183744;0,04878008980123629;0,03212823486107011;1,03212823486107;46,13
70;2023;44;48,89;287;1260;11,114407898658484;15,176211322772104;887;67;0,0;67,0;60,35975796585845;6,640242034141551;1,365453874029932;0,7044786574684401;0,22733499485904038;0,09214719836949901;0,05248770594023688;0,6373273502658217;0,16406389486698106;0,08470930471662934;0,014458898629817427;0,046952845580513436;0,019847776700661;1,0198477767006608;57,89
71;2023;45;48,89;215;945;11,114407898658484;16,69007434979994;887;38;17,274874356840414;55,274874356840414;60,35975796585845;-5,084883609018036;1,5016611322870776;0,9393048766245867;0,22733499485904038;0,0;0,05248770594023688;0,6373273502658217;0,16406389486698106;0,08470930471662934;0,014458898629817427;0,046952845580513436;0,019847776700661;1,0198477767006608;42,45
72;2023;46;48,89;215;951;11,04192748686437;15,830891812865499;908;40;12,316690193970889;52,316690193970885;57,98900687816991;-5,672316684199025;1,433707279068636;0,9557107800769088;0,22585247467507405;0,023926106384065355;0,049314755301818516;0,6981601584060516;0,11173520677549868;0,07307536013528866;0,012477527856010723;0,055236991525331826;0,013737654645276393;1,0137376546452763;38,87
73;2023;47;48,89;215;933;11,255394322236393;15,258149142043706;864;38;3,1096200628753863;41,109620062875386;62,95811698381242;-21,84849692093703;1,355629905555542;0,9270831157033159;0,23021874252886873;-0,04831480383917431;0,045976718838623365;0,6489729917098522;0,15766759045117293;0,09102197704182018;0,017501271725510793;0,038859450233020704;0,0036080383527527567;1,003608038352753;39,89
